Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type
CELL-000612,BTH-0096,Line_2,Evening,ChemCorp,24.23,0.123,15.09,13.99,4974,97.18,None
CELL-008889,BTH-0199,Line_3,Night,LithioMat,20.84,0.149,15.05,13.51,4956,97.03,None
CELL-012557,BTH-0378,Line_3,Night,ChemCorp,19.74,0.171,14.98,14.03,5016,95.72,None
CELL-000566,BTH-0053,Line_3,Evening,LithioMat,26.08,0.14,14.72,16.09,4819,93.64,High Internal Resistance
CELL-003002,BTH-0310,Line_1,Night,ChemCorp,20.31,0.113,15.04,14.31,4973,97.82,None
CELL-002138,BTH-0061,Line_2,Evening,VoltIndustries,22.98,0.13,14.99,14.61,4982,97.06,None
CELL-016972,BTH-0364,Line_1,Evening,LithioMat,24.91,0.143,15.15,14.18,4993,95.31,None
CELL-011385,BTH-0030,Line_1,Evening,LithioMat,25.36,0.167,14.99,13.16,5015,97.07,None
CELL-010451,BTH-0279,Line_1,Night,VoltIndustries,23.97,0.136,14.99,14.14,4983,98.15,None
CELL-010210,BTH-0367,Line_2,Evening,ChemCorp,23.62,0.103,14.96,13.82,4986,97.43,None
CELL-006056,BTH-0047,Line_2,Night,LithioMat,22.92,0.164,14.95,14.2,4990,96.58,None
CELL-019636,BTH-0243,Line_2,Night,ChemCorp,23.02,0.142,14.9,13.39,4989,95.85,None
CELL-015492,BTH-0038,Line_1,Morning,LithioMat,22.72,0.14,15.14,12.48,4999,96.36,None
CELL-005405,BTH-0333,Line_2,Night,LithioMat,19.37,0.131,14.89,12.97,4966,97.03,None
CELL-000082,BTH-0206,Line_2,Evening,ChemCorp,23.76,0.146,15.09,14.63,5056,97.01,None
CELL-015120,BTH-0269,Line_2,Morning,ChemCorp,24.33,0.136,14.99,13.48,5000,95.49,None
CELL-008828,BTH-0274,Line_2,Evening,VoltIndustries,22.57,0.125,15.02,14.75,4992,96.39,None
CELL-017789,BTH-0248,Line_2,Night,ChemCorp,20.36,0.119,15.14,14.93,4997,96.66,None
CELL-003700,BTH-0209,Line_1,Morning,LithioMat,23.7,0.168,15.12,14.33,5042,96.79,None
CELL-013438,BTH-0220,Line_3,Evening,ChemCorp,21.66,0.121,15.12,13.73,5023,95.97,None
CELL-010840,BTH-0066,Line_1,Evening,ChemCorp,24.08,0.148,15.12,14.33,4935,97.05,None
CELL-002325,BTH-0227,Line_3,Morning,ChemCorp,22.54,0.108,15.14,14.63,4999,98.65,None
CELL-007665,BTH-0025,Line_3,Night,ChemCorp,21.51,0.169,15.08,13.85,5013,97.35,None
CELL-004252,BTH-0207,Line_1,Evening,ChemCorp,23.14,0.154,15.01,14.02,5036,97.58,None
CELL-013579,BTH-0075,Line_1,Evening,ChemCorp,24.6,0.139,15.18,14.58,4986,95.62,None
CELL-008145,BTH-0260,Line_1,Night,LithioMat,21.54,0.139,15.11,14.28,4969,96.67,None
CELL-017903,BTH-0318,Line_1,Evening,ChemCorp,25.72,0.138,14.64,15.17,5013,97.6,High Internal Resistance
CELL-012923,BTH-0230,Line_1,Morning,ChemCorp,26.31,0.172,14.79,16.34,4842,93.07,High Internal Resistance
CELL-007815,BTH-0441,Line_2,Night,ChemCorp,18.54,0.107,14.96,13.8,5026,97.8,None
CELL-001210,BTH-0386,Line_2,Evening,ChemCorp,24.29,0.12,14.92,14.17,5015,96.74,None
CELL-008499,BTH-0396,Line_3,Night,ChemCorp,22.42,0.151,15.11,13.75,4978,97.92,None
CELL-007901,BTH-0410,Line_2,Morning,LithioMat,25.13,0.1,14.8,13.46,5007,96.11,None
CELL-007803,BTH-0436,Line_1,Night,LithioMat,20.55,0.12,14.91,14.36,5006,94.6,Poor Retention
CELL-007885,BTH-0225,Line_3,Evening,ChemCorp,23.76,0.128,15.02,14.81,5043,95.6,None
CELL-002738,BTH-0370,Line_1,Night,ChemCorp,22.36,0.155,15.04,14.0,4971,97.11,None
CELL-015211,BTH-0155,Line_2,Evening,ChemCorp,24.3,0.152,15.1,13.96,4956,97.05,None
CELL-011831,BTH-0012,Line_2,Evening,ChemCorp,23.91,0.132,14.85,13.63,5064,96.83,None
CELL-001485,BTH-0397,Line_1,Morning,VoltIndustries,23.41,0.135,15.06,14.37,4997,98.27,None
CELL-018609,BTH-0215,Line_3,Night,ChemCorp,23.28,0.125,15.05,14.07,5008,97.41,None
CELL-019216,BTH-0454,Line_2,Evening,ChemCorp,20.78,0.13,15.11,13.14,5025,96.69,None
CELL-010278,BTH-0297,Line_1,Night,VoltIndustries,23.57,0.114,14.88,15.1,4985,96.69,High Internal Resistance
CELL-018761,BTH-0387,Line_2,Evening,ChemCorp,21.84,0.142,15.01,13.76,5054,96.86,None
CELL-003762,BTH-0188,Line_2,Evening,ChemCorp,23.9,0.116,14.84,13.44,4971,96.57,None
CELL-010648,BTH-0337,Line_3,Evening,ChemCorp,23.76,0.146,15.16,14.38,4994,96.21,None
CELL-018302,BTH-0455,Line_2,Night,LithioMat,21.03,0.142,14.95,14.05,5015,97.31,None
CELL-007385,BTH-0381,Line_1,Night,ChemCorp,21.98,0.153,15.05,13.79,5022,96.64,None
CELL-014116,BTH-0282,Line_3,Evening,ChemCorp,23.63,0.156,15.06,15.01,4982,97.36,High Internal Resistance
CELL-015798,BTH-0465,Line_2,Evening,LithioMat,23.86,0.154,15.29,13.74,5037,98.05,None
CELL-011819,BTH-0218,Line_1,Night,LithioMat,20.08,0.129,14.81,14.39,4996,97.07,None
CELL-003226,BTH-0262,Line_2,Evening,LithioMat,22.33,0.143,15.01,14.73,5037,96.74,None
CELL-017553,BTH-0215,Line_3,Morning,LithioMat,24.77,0.127,14.84,13.86,5009,97.67,None
CELL-008178,BTH-0440,Line_1,Morning,ChemCorp,23.56,0.158,14.91,14.34,5003,96.42,None
CELL-001462,BTH-0478,Line_1,Evening,LithioMat,23.43,0.1,15.15,14.37,5048,97.12,None
CELL-009508,BTH-0474,Line_1,Morning,ChemCorp,23.24,0.151,15.17,13.92,5024,96.48,None
CELL-011822,BTH-0222,Line_3,Night,LithioMat,23.05,0.138,15.07,14.07,4952,95.82,None
CELL-006149,BTH-0129,Line_1,Evening,ChemCorp,28.5,0.179,14.98,14.5,4996,97.73,None
CELL-007847,BTH-0441,Line_3,Morning,LithioMat,26.28,0.182,14.73,15.99,4850,92.62,High Internal Resistance
CELL-003442,BTH-0042,Line_3,Evening,VoltIndustries,24.78,0.17,15.02,14.58,4984,98.17,None
CELL-006883,BTH-0448,Line_3,Night,ChemCorp,21.44,0.116,14.89,13.95,5008,97.34,None
CELL-009747,BTH-0023,Line_2,Evening,ChemCorp,22.62,0.162,14.9,14.49,5007,96.69,None
CELL-000064,BTH-0388,Line_1,Evening,LithioMat,23.73,0.164,14.88,14.9,4981,96.4,None
CELL-014400,BTH-0047,Line_3,Evening,ChemCorp,23.79,0.128,15.1,13.62,4992,96.1,None
CELL-002982,BTH-0263,Line_3,Morning,VoltIndustries,23.04,0.092,15.03,13.85,5012,98.49,Poor Retention
CELL-015116,BTH-0080,Line_3,Night,ChemCorp,23.65,0.143,14.95,13.72,5026,95.01,None
CELL-010845,BTH-0338,Line_2,Morning,LithioMat,25.82,0.131,14.72,15.87,4849,91.82,High Internal Resistance
CELL-004586,BTH-0235,Line_1,Night,VoltIndustries,22.22,0.13,14.86,14.91,5033,96.54,None
CELL-010455,BTH-0288,Line_2,Night,ChemCorp,22.53,0.146,14.91,14.61,5000,97.48,None
CELL-017483,BTH-0414,Line_3,Morning,VoltIndustries,27.46,0.128,14.9,14.81,5024,95.66,None
CELL-012623,BTH-0402,Line_3,Night,ChemCorp,24.17,0.107,14.91,14.15,4942,96.52,None
CELL-012519,BTH-0394,Line_2,Night,ChemCorp,20.21,0.116,15.0,13.36,5006,95.84,None
CELL-003759,BTH-0082,Line_2,Night,LithioMat,21.35,0.15,14.94,14.07,4980,96.49,None
CELL-005663,BTH-0420,Line_1,Morning,VoltIndustries,21.57,0.164,14.96,14.63,4984,97.72,None
CELL-013594,BTH-0281,Line_1,Night,ChemCorp,24.49,0.129,15.1,14.05,4996,97.53,None
CELL-005960,BTH-0207,Line_2,Morning,VoltIndustries,23.57,0.111,14.86,15.43,4939,97.91,High Internal Resistance
CELL-000890,BTH-0387,Line_1,Evening,LithioMat,23.0,0.126,14.89,14.67,4987,97.41,None
CELL-019374,BTH-0396,Line_3,Evening,ChemCorp,26.31,0.146,14.73,15.67,4908,95.75,High Internal Resistance
CELL-016143,BTH-0396,Line_1,Morning,ChemCorp,22.77,0.113,15.16,14.48,5001,96.19,None
CELL-010530,BTH-0304,Line_3,Morning,ChemCorp,26.72,0.144,14.77,15.32,4901,95.76,High Internal Resistance
CELL-010485,BTH-0430,Line_2,Night,ChemCorp,19.87,0.136,15.18,14.46,5016,97.52,None
CELL-008362,BTH-0489,Line_1,Morning,LithioMat,23.96,0.132,14.97,14.18,4989,97.58,None
CELL-006285,BTH-0399,Line_1,Morning,ChemCorp,24.15,0.092,14.77,14.6,5042,95.87,None
CELL-003757,BTH-0162,Line_1,Morning,VoltIndustries,25.83,0.117,14.9,15.02,4990,97.27,High Internal Resistance
CELL-000131,BTH-0345,Line_2,Evening,LithioMat,24.34,0.162,15.12,14.23,4972,96.72,None
CELL-012823,BTH-0384,Line_1,Night,VoltIndustries,21.23,0.095,15.04,14.75,4996,97.62,None
CELL-010123,BTH-0351,Line_3,Morning,LithioMat,26.14,0.159,14.99,13.42,5009,96.26,None
CELL-019324,BTH-0482,Line_3,Night,ChemCorp,19.72,0.12,14.98,13.03,4995,98.18,None
CELL-009532,BTH-0318,Line_3,Evening,ChemCorp,20.94,0.146,15.06,13.65,5032,96.54,None
CELL-010508,BTH-0200,Line_3,Night,LithioMat,20.12,0.157,15.09,13.68,4985,97.59,None
CELL-017612,BTH-0396,Line_1,Morning,ChemCorp,22.56,0.167,15.09,15.01,4969,97.06,High Internal Resistance
CELL-001841,BTH-0455,Line_1,Morning,LithioMat,25.25,0.139,14.63,14.23,4959,95.84,None
CELL-013635,BTH-0071,Line_1,Morning,LithioMat,24.04,0.135,15.04,14.34,5013,96.26,None
CELL-018641,BTH-0159,Line_3,Morning,LithioMat,25.81,0.18,14.86,13.62,5001,97.64,None
CELL-007061,BTH-0408,Line_2,Night,ChemCorp,23.63,0.139,14.83,14.25,4981,96.75,None
CELL-009257,BTH-0070,Line_1,Night,LithioMat,23.72,0.18,15.03,13.97,5023,97.54,None
CELL-013758,BTH-0399,Line_1,Night,LithioMat,20.46,0.117,14.98,13.76,5002,96.93,None
CELL-012433,BTH-0062,Line_3,Night,VoltIndustries,21.16,0.133,15.09,13.7,4992,96.84,None
CELL-004830,BTH-0228,Line_2,Night,LithioMat,21.76,0.151,15.09,13.88,4965,97.33,None
CELL-014395,BTH-0384,Line_2,Night,LithioMat,21.47,0.109,14.97,13.34,5012,97.1,None
CELL-018072,BTH-0391,Line_2,Evening,ChemCorp,23.66,0.133,15.06,13.07,4986,96.68,None
CELL-007322,BTH-0378,Line_2,Night,ChemCorp,20.13,0.136,15.04,13.92,5015,96.6,None
CELL-004873,BTH-0443,Line_2,Night,LithioMat,23.03,0.14,15.15,14.91,4978,95.53,None
CELL-004662,BTH-0126,Line_2,Night,ChemCorp,22.48,0.126,15.13,14.01,4984,98.48,None
CELL-017150,BTH-0364,Line_3,Morning,ChemCorp,23.49,0.129,15.02,13.81,5003,96.95,None
CELL-001960,BTH-0266,Line_2,Morning,LithioMat,24.59,0.171,15.11,14.14,4995,95.64,None
CELL-006887,BTH-0383,Line_1,Morning,LithioMat,25.3,0.126,15.11,13.48,5037,97.75,None
CELL-001894,BTH-0482,Line_3,Morning,VoltIndustries,23.29,0.104,15.23,14.72,4974,97.51,None
CELL-001117,BTH-0472,Line_1,Morning,ChemCorp,25.65,0.161,14.7,16.49,4760,95.02,High Internal Resistance
CELL-011014,BTH-0182,Line_2,Night,ChemCorp,20.47,0.106,15.03,14.37,4986,98.32,None
CELL-015687,BTH-0326,Line_2,Night,LithioMat,21.04,0.167,14.85,13.73,4990,96.12,None
CELL-014822,BTH-0437,Line_3,Morning,VoltIndustries,24.51,0.109,15.13,14.52,5054,96.85,None
CELL-009723,BTH-0222,Line_2,Morning,ChemCorp,23.34,0.139,15.13,14.01,5004,97.77,None
CELL-005515,BTH-0241,Line_2,Morning,ChemCorp,25.98,0.155,14.79,15.8,4927,94.18,High Internal Resistance
CELL-011068,BTH-0465,Line_3,Night,ChemCorp,20.6,0.1,14.95,13.21,4987,97.39,None
CELL-004991,BTH-0221,Line_1,Night,VoltIndustries,22.13,0.174,15.0,14.56,5012,95.75,None
CELL-015139,BTH-0022,Line_1,Night,VoltIndustries,22.59,0.147,15.07,14.89,4969,97.21,None
CELL-010734,BTH-0130,Line_2,Morning,VoltIndustries,22.47,0.131,15.12,14.86,5009,96.68,None
CELL-018558,BTH-0490,Line_1,Evening,VoltIndustries,24.91,0.105,15.1,15.53,4940,94.81,High Internal Resistance
CELL-015038,BTH-0124,Line_2,Morning,LithioMat,24.68,0.112,14.79,15.46,4920,98.28,High Internal Resistance
CELL-013434,BTH-0447,Line_1,Night,VoltIndustries,22.83,0.115,14.99,14.83,4993,97.13,None
CELL-001616,BTH-0344,Line_1,Night,VoltIndustries,19.16,0.113,14.89,14.97,4987,96.47,None
CELL-017523,BTH-0412,Line_2,Night,LithioMat,21.57,0.114,14.93,13.74,4984,98.55,None
CELL-017804,BTH-0171,Line_2,Night,LithioMat,20.61,0.139,15.23,15.21,4982,96.34,High Internal Resistance
CELL-010076,BTH-0009,Line_2,Evening,ChemCorp,22.41,0.146,14.81,13.49,5018,96.51,None
CELL-012769,BTH-0086,Line_3,Morning,ChemCorp,25.15,0.14,15.0,13.83,5120,96.8,None
CELL-008462,BTH-0398,Line_3,Morning,LithioMat,23.93,0.146,15.12,13.17,4984,98.53,None
CELL-003184,BTH-0360,Line_1,Evening,ChemCorp,24.63,0.125,15.0,14.65,4985,97.73,None
CELL-015827,BTH-0061,Line_1,Night,ChemCorp,19.61,0.133,14.96,14.31,5022,95.62,None
CELL-018454,BTH-0009,Line_3,Evening,VoltIndustries,26.02,0.174,14.84,14.9,5005,97.3,None
CELL-006663,BTH-0029,Line_3,Morning,ChemCorp,24.82,0.175,14.88,13.95,5021,97.74,None
CELL-003253,BTH-0436,Line_3,Evening,LithioMat,24.93,0.131,14.92,14.39,4968,96.29,None
CELL-001044,BTH-0449,Line_1,Evening,LithioMat,23.46,0.117,15.08,14.1,4970,96.16,None
CELL-009088,BTH-0079,Line_1,Night,VoltIndustries,22.61,0.154,14.94,14.89,4982,96.58,None
CELL-003131,BTH-0067,Line_2,Night,ChemCorp,20.41,0.132,14.83,13.77,5039,97.82,None
CELL-007822,BTH-0005,Line_1,Morning,LithioMat,23.85,0.159,15.12,14.35,4946,96.15,None
CELL-018695,BTH-0066,Line_1,Evening,LithioMat,25.65,0.12,14.84,14.06,5003,97.46,None
CELL-001873,BTH-0098,Line_2,Night,ChemCorp,20.1,0.137,14.97,13.96,4992,97.11,None
CELL-016103,BTH-0233,Line_2,Morning,ChemCorp,22.94,0.15,15.14,13.56,4963,96.33,None
CELL-004023,BTH-0372,Line_3,Night,LithioMat,21.13,0.141,15.03,13.79,4956,96.72,None
CELL-009408,BTH-0410,Line_2,Night,ChemCorp,21.08,0.13,15.05,14.26,4967,96.55,None
CELL-004673,BTH-0440,Line_2,Evening,LithioMat,24.83,0.126,14.9,14.11,5023,97.97,None
CELL-005471,BTH-0044,Line_1,Evening,ChemCorp,24.54,0.201,15.07,14.52,4994,96.54,None
CELL-003126,BTH-0149,Line_2,Morning,LithioMat,23.81,0.145,15.12,14.76,4950,95.74,None
CELL-005261,BTH-0033,Line_1,Morning,ChemCorp,23.53,0.131,15.11,13.78,5027,98.39,None
CELL-009355,BTH-0168,Line_3,Night,LithioMat,24.14,0.12,15.09,13.64,4985,97.34,None
CELL-014339,BTH-0428,Line_2,Evening,LithioMat,25.53,0.155,14.85,14.19,4989,98.04,None
CELL-012858,BTH-0356,Line_1,Night,ChemCorp,21.11,0.146,14.99,14.32,5054,97.11,None
CELL-003686,BTH-0219,Line_2,Morning,ChemCorp,22.7,0.132,14.87,13.44,4986,95.98,None
CELL-012493,BTH-0402,Line_3,Morning,LithioMat,24.5,0.128,15.02,14.88,5002,97.69,None
CELL-002690,BTH-0301,Line_2,Morning,ChemCorp,27.1,0.132,14.88,14.53,4977,98.38,None
CELL-005052,BTH-0079,Line_1,Night,ChemCorp,23.24,0.148,15.08,12.67,4973,96.73,None
CELL-004671,BTH-0176,Line_1,Morning,ChemCorp,21.27,0.12,14.93,14.23,5050,95.48,None
CELL-014261,BTH-0382,Line_1,Morning,ChemCorp,23.56,0.125,14.9,13.86,4974,96.74,None
CELL-015962,BTH-0205,Line_2,Morning,ChemCorp,25.3,0.129,14.84,14.48,4984,98.56,None
CELL-014989,BTH-0425,Line_1,Morning,LithioMat,22.86,0.163,14.93,14.07,5011,97.75,None
CELL-019708,BTH-0429,Line_2,Morning,ChemCorp,26.53,0.148,14.85,14.18,4979,97.72,None
CELL-015416,BTH-0049,Line_1,Morning,VoltIndustries,22.67,0.189,15.16,15.15,4910,96.34,High Internal Resistance
CELL-019257,BTH-0034,Line_1,Morning,LithioMat,25.38,0.15,15.0,13.5,4950,97.8,None
CELL-007481,BTH-0375,Line_3,Morning,LithioMat,24.22,0.136,14.95,14.4,4977,95.44,None
CELL-017290,BTH-0250,Line_2,Night,ChemCorp,21.39,0.13,15.15,13.47,5023,96.41,None
CELL-003034,BTH-0068,Line_3,Night,ChemCorp,20.88,0.146,14.89,14.04,5009,96.64,None
CELL-010710,BTH-0066,Line_3,Morning,ChemCorp,25.68,0.114,14.7,14.64,4992,97.68,None
CELL-007154,BTH-0273,Line_1,Morning,VoltIndustries,23.79,0.115,15.15,14.66,5002,97.61,None
CELL-018541,BTH-0077,Line_1,Morning,ChemCorp,25.59,0.197,14.73,15.52,4910,94.2,High Internal Resistance
CELL-004512,BTH-0103,Line_1,Evening,VoltIndustries,23.55,0.164,15.05,13.96,5010,97.36,None
CELL-004377,BTH-0343,Line_2,Night,VoltIndustries,23.26,0.102,15.05,14.41,4997,96.95,None
CELL-007247,BTH-0472,Line_2,Evening,ChemCorp,25.01,0.147,14.93,13.45,5026,95.77,None
CELL-010252,BTH-0333,Line_1,Night,ChemCorp,19.6,0.147,15.13,13.92,4979,97.24,None
CELL-005445,BTH-0299,Line_3,Evening,ChemCorp,23.73,0.159,15.07,14.52,4992,96.29,None
CELL-002876,BTH-0455,Line_1,Evening,VoltIndustries,23.1,0.105,15.22,15.36,4914,98.34,High Internal Resistance
CELL-012662,BTH-0228,Line_2,Evening,LithioMat,23.15,0.152,14.77,15.69,4884,91.93,High Internal Resistance
CELL-007258,BTH-0073,Line_2,Evening,LithioMat,23.39,0.141,14.86,14.49,4953,97.16,None
CELL-011884,BTH-0232,Line_2,Evening,ChemCorp,25.22,0.177,14.88,13.54,5021,98.55,None
CELL-015539,BTH-0362,Line_2,Morning,ChemCorp,23.33,0.132,14.86,13.29,4956,96.96,None
CELL-017588,BTH-0248,Line_1,Evening,VoltIndustries,25.11,0.127,14.99,14.68,5075,96.92,None
CELL-001664,BTH-0078,Line_1,Morning,ChemCorp,24.86,0.143,15.21,14.24,5093,97.61,None
CELL-002838,BTH-0220,Line_3,Night,ChemCorp,22.67,0.114,15.07,13.64,5047,97.05,None
CELL-008175,BTH-0412,Line_2,Morning,ChemCorp,23.01,0.101,15.07,13.56,4973,96.14,None
CELL-004024,BTH-0214,Line_1,Evening,LithioMat,23.96,0.112,14.85,13.96,4988,98.38,None
CELL-019785,BTH-0196,Line_3,Morning,ChemCorp,22.55,0.14,14.84,13.19,5008,96.77,None
CELL-008891,BTH-0246,Line_2,Morning,LithioMat,24.14,0.136,14.85,14.08,5001,96.19,None
CELL-004904,BTH-0303,Line_2,Morning,ChemCorp,25.24,0.129,14.98,14.05,4991,96.7,None
CELL-006019,BTH-0370,Line_2,Night,LithioMat,20.98,0.159,15.12,13.46,4975,97.09,None
CELL-011363,BTH-0484,Line_1,Morning,ChemCorp,26.9,0.152,14.72,14.97,4994,94.87,Poor Retention
CELL-000629,BTH-0247,Line_2,Morning,LithioMat,23.89,0.153,15.11,14.14,5050,96.77,None
CELL-011095,BTH-0455,Line_2,Morning,ChemCorp,23.61,0.129,15.0,13.7,5069,96.1,None
CELL-008151,BTH-0171,Line_1,Morning,LithioMat,21.51,0.118,15.08,13.76,4989,97.59,None
CELL-016367,BTH-0045,Line_1,Night,ChemCorp,20.81,0.157,15.01,14.23,5007,96.93,None
CELL-005259,BTH-0224,Line_1,Morning,LithioMat,26.39,0.13,14.82,14.14,4966,96.42,None
CELL-014197,BTH-0065,Line_2,Morning,ChemCorp,24.79,0.145,14.99,13.19,5007,98.67,None
CELL-018684,BTH-0018,Line_1,Morning,LithioMat,23.95,0.145,14.94,14.7,5032,96.96,None
CELL-006326,BTH-0071,Line_2,Evening,LithioMat,23.12,0.143,14.89,14.14,5001,96.65,None
CELL-019847,BTH-0115,Line_2,Morning,LithioMat,21.57,0.131,15.01,14.18,4968,97.65,None
CELL-013920,BTH-0262,Line_2,Evening,ChemCorp,23.45,0.115,15.01,14.29,5047,97.28,None
CELL-014253,BTH-0226,Line_3,Night,ChemCorp,22.55,0.164,14.99,14.18,4982,97.2,None
CELL-008940,BTH-0318,Line_3,Night,VoltIndustries,22.72,0.133,14.95,14.13,4945,97.14,None
CELL-014990,BTH-0235,Line_1,Night,ChemCorp,22.53,0.145,14.92,14.4,4954,97.96,None
CELL-002372,BTH-0477,Line_1,Morning,ChemCorp,24.7,0.12,15.16,14.38,5008,97.62,None
CELL-003357,BTH-0103,Line_2,Night,ChemCorp,22.27,0.161,15.09,14.29,4991,98.25,None
CELL-007351,BTH-0192,Line_2,Evening,ChemCorp,24.52,0.137,14.91,14.65,4986,98.87,None
CELL-000861,BTH-0070,Line_3,Evening,ChemCorp,21.7,0.183,15.0,13.86,5025,98.28,None
CELL-008092,BTH-0429,Line_2,Night,LithioMat,22.22,0.107,15.16,13.85,5022,95.87,None
CELL-008359,BTH-0474,Line_1,Evening,ChemCorp,24.67,0.151,14.98,13.8,5005,96.76,None
CELL-013366,BTH-0013,Line_2,Night,VoltIndustries,21.59,0.114,15.02,14.25,4995,96.64,None
CELL-016886,BTH-0029,Line_2,Morning,ChemCorp,23.59,0.146,14.83,14.22,4982,94.98,Poor Retention
CELL-001842,BTH-0394,Line_1,Evening,LithioMat,20.9,0.11,14.95,13.9,5022,96.62,None
CELL-004523,BTH-0431,Line_3,Night,VoltIndustries,20.84,0.128,14.93,15.21,4981,97.3,High Internal Resistance
CELL-017111,BTH-0053,Line_1,Morning,ChemCorp,25.97,0.134,14.83,13.63,5007,97.71,None
CELL-001242,BTH-0126,Line_2,Evening,LithioMat,23.88,0.148,14.91,13.7,4988,96.97,None
CELL-012018,BTH-0206,Line_1,Morning,ChemCorp,23.68,0.134,14.93,15.08,4989,96.77,High Internal Resistance
CELL-016779,BTH-0129,Line_2,Morning,VoltIndustries,23.78,0.152,15.05,14.15,5041,96.39,None
CELL-007498,BTH-0044,Line_2,Night,LithioMat,22.71,0.147,14.79,15.96,4895,93.23,High Internal Resistance
CELL-000788,BTH-0455,Line_1,Evening,ChemCorp,25.97,0.084,14.86,13.9,5005,97.1,Poor Retention
CELL-013794,BTH-0380,Line_3,Evening,LithioMat,27.19,0.136,14.85,14.07,4996,95.64,None
CELL-009133,BTH-0310,Line_3,Evening,ChemCorp,24.92,0.103,14.97,13.79,4957,98.15,None
CELL-008214,BTH-0263,Line_2,Night,ChemCorp,21.42,0.104,15.07,14.75,4968,96.78,None
CELL-011722,BTH-0089,Line_3,Evening,LithioMat,24.52,0.132,15.12,14.05,4994,97.21,None
CELL-012285,BTH-0161,Line_3,Night,ChemCorp,21.64,0.135,14.94,14.1,5008,96.45,None
CELL-005997,BTH-0369,Line_2,Night,VoltIndustries,18.22,0.135,14.94,15.05,4923,97.82,High Internal Resistance
CELL-005631,BTH-0365,Line_1,Morning,ChemCorp,25.88,0.151,14.65,14.98,5026,95.37,None
CELL-016594,BTH-0015,Line_2,Morning,ChemCorp,25.15,0.118,14.91,14.33,4994,95.96,None
CELL-013043,BTH-0376,Line_2,Night,LithioMat,20.39,0.152,15.16,13.72,5018,95.52,None
CELL-002426,BTH-0015,Line_1,Evening,ChemCorp,23.88,0.125,14.96,13.99,4979,97.23,None
CELL-010876,BTH-0010,Line_1,Morning,VoltIndustries,22.93,0.161,15.02,15.27,4960,97.89,High Internal Resistance
CELL-017639,BTH-0242,Line_3,Night,LithioMat,18.64,0.147,14.95,13.21,4958,96.35,None
CELL-006469,BTH-0029,Line_2,Evening,VoltIndustries,22.56,0.16,15.08,15.41,4963,96.62,High Internal Resistance
CELL-009063,BTH-0048,Line_2,Morning,VoltIndustries,24.1,0.155,14.82,15.47,4946,97.31,High Internal Resistance
CELL-003710,BTH-0243,Line_2,Morning,ChemCorp,23.03,0.136,14.91,13.96,4998,97.54,None
CELL-013763,BTH-0283,Line_2,Night,VoltIndustries,17.78,0.119,14.89,14.66,5022,98.05,None
CELL-011436,BTH-0282,Line_2,Evening,LithioMat,23.54,0.094,15.14,14.3,5026,97.53,Poor Retention
CELL-015636,BTH-0326,Line_2,Evening,ChemCorp,24.11,0.129,14.88,13.11,5031,97.52,None
CELL-014658,BTH-0481,Line_3,Evening,ChemCorp,24.6,0.124,14.94,13.77,5032,96.05,None
CELL-007076,BTH-0423,Line_1,Night,ChemCorp,22.91,0.119,15.19,14.13,5025,96.92,None
CELL-008624,BTH-0203,Line_3,Night,ChemCorp,20.85,0.157,14.88,13.73,5053,98.04,None
CELL-015740,BTH-0292,Line_2,Evening,LithioMat,23.78,0.142,15.08,13.19,4959,97.48,None
CELL-013188,BTH-0101,Line_3,Morning,VoltIndustries,24.67,0.144,15.1,15.83,4883,94.1,High Internal Resistance
CELL-009487,BTH-0062,Line_1,Night,VoltIndustries,22.46,0.14,14.98,15.07,5024,95.99,High Internal Resistance
CELL-013335,BTH-0090,Line_1,Morning,VoltIndustries,24.69,0.16,15.04,15.26,4956,97.53,High Internal Resistance
CELL-016125,BTH-0418,Line_1,Night,ChemCorp,21.77,0.142,15.06,14.36,4999,95.15,None
CELL-006736,BTH-0430,Line_1,Evening,ChemCorp,25.87,0.143,14.74,15.42,4893,98.5,High Internal Resistance
CELL-019834,BTH-0094,Line_3,Evening,VoltIndustries,23.42,0.128,15.05,14.11,5009,97.02,None
CELL-010820,BTH-0179,Line_3,Evening,VoltIndustries,27.08,0.114,14.89,14.74,4979,97.21,None
CELL-015684,BTH-0092,Line_3,Morning,LithioMat,26.17,0.132,14.76,15.57,4951,94.72,High Internal Resistance
CELL-007726,BTH-0488,Line_2,Night,LithioMat,19.44,0.126,15.1,13.91,5024,96.05,None
CELL-012753,BTH-0052,Line_1,Morning,LithioMat,24.1,0.137,14.93,13.79,4972,97.03,None
CELL-000156,BTH-0268,Line_1,Morning,ChemCorp,23.69,0.131,15.19,13.61,4975,95.97,None
CELL-013305,BTH-0114,Line_3,Night,ChemCorp,21.35,0.127,15.03,14.52,5038,98.13,None
CELL-000033,BTH-0460,Line_2,Night,LithioMat,21.6,0.141,15.04,14.11,5032,96.85,None
CELL-010788,BTH-0148,Line_1,Morning,ChemCorp,25.73,0.151,14.68,16.17,4802,92.86,High Internal Resistance
CELL-006097,BTH-0490,Line_1,Morning,ChemCorp,26.8,0.109,14.85,13.18,4965,97.36,None
